"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.281763125E0,-9.434314348E-1,1.522832326E0,-4.743641406E-1,1.853133159E0
6.291714125E0,-2.273679574E-1,1.817105879E0,-5.774885595E-1,1.920172649E0
6.301665125E0,2.657150209E-1,2.081945864E0,-6.717456758E-1,2.203711711E0
6.311617125E0,3.646886475E-1,2.269345179E0,-7.099467051E-1,2.405607964E0
6.321568125E0,3.626861224E-1,2.536194998E0,-3.406593686E-1,2.584545434E0
6.331520125E0,1.615220234E-2,2.545726837E0,1.500103176E-2,2.545822274E0
6.341471125E0,-5.875403617E-1,2.310836290E0,2.540129882E-1,2.397851254E0
6.351422125E0,-1.254307133E0,2.137492805E0,1.994087648E-1,2.486347870E0
6.361374125E0,-1.814993134E0,1.907073040E0,-2.282197505E-1,2.642576756E0
6.371325125E0,-2.181646592E0,1.701094489E0,-8.089213550E-1,2.882300830E0
6.381277125E0,-2.322390096E0,1.779043283E0,-1.497473098E0,3.286474774E0
6.391228125E0,-2.201299376E0,1.996870046E0,-2.141922802E0,3.663474063E0
6.401180125E0,-2.058195644E0,2.325630623E0,-2.598406742E0,4.049252363E0
6.411131125E0,-2.163668743E0,2.679783904E0,-2.888171360E0,4.494912458E0
6.421082125E0,-2.290923598E0,2.668523628E0,-2.920961961E0,4.571801402E0
6.431034125E0,-2.343681270E0,2.484733361E0,-2.731339681E0,4.373437804E0
6.440985125E0,-2.349994655E0,2.566349674E0,-2.445644140E0,4.253210645E0
6.450937125E0,-2.212911362E0,2.171185631E0,-2.105043243E0,3.747296465E0
6.460888125E0,-2.282408005E0,1.595357681E0,-2.142559564E0,3.513561429E0
6.470839125E0,-2.574885147E0,1.808439136E0,-2.630951174E0,4.101510662E0
6.480791125E0,-2.481227078E0,1.990678722E0,-3.285283257E0,4.573005102E0
6.490742125E0,-1.994729819E0,2.004654444E0,-3.585890368E0,4.566858463E0
6.500694125E0,-1.597223673E0,2.139375024E0,-3.222925041E0,4.185127809E0
6.510645125E0,-1.455568589E0,2.353940795E0,-2.606232655E0,3.801600431E0
6.520597125E0,-1.572836691E0,2.427783966E0,-1.923233428E0,3.473726682E0
6.530548125E0,-1.790317007E0,2.457257587E0,-9.978285205E-1,3.199845557E0
6.540499125E0,-1.901156534E0,2.603112581E0,-8.652300417E-2,3.224605016E0
6.550451125E0,-1.901566278E0,2.618491050E0,4.899212426E-1,3.272991371E0
6.560402125E0,-1.772777406E0,2.527266592E0,8.436140549E-1,3.200234497E0
6.570353125E0,-1.641081592E0,2.237168390E0,1.256076647E0,3.045619763E0
6.580305125E0,-1.592583323E0,1.938217795E0,1.840691793E0,3.111455630E0
6.590256125E0,-1.547552746E0,1.865841545E0,2.460674407E0,3.454157308E0
6.600208125E0,-1.564885647E0,2.030269780E0,2.958212818E0,3.914318018E0
6.610159125E0,-1.545894768E0,2.101108506E0,3.207739822E0,4.134494208E0
6.620110958E0,-1.496641916E0,1.971618553E0,3.174276792E0,4.025326061E0
6.630061958E0,-1.553416919E0,1.774564462E0,3.053777372E0,3.858463345E0
6.640012958E0,-1.908007717E0,1.661906450E0,2.945920801E0,3.883410339E0
6.649964958E0,-2.518665338E0,1.633823004E0,3.051818554E0,4.280963581E0
6.659915958E0,-3.117892676E0,1.254073099E0,3.123581432E0,4.588105823E0
6.669867958E0,-3.708815213E0,6.497480851E-1,2.915887163E0,4.762339846E0
6.679818958E0,-4.096162845E0,3.057673518E-2,2.414152790E0,4.754746963E0
6.689769958E0,-4.057308974E0,-6.201831740E-1,1.744949484E0,4.459958742E0
6.699721958E0,-3.715521970E0,-1.157769603E0,8.573251909E-1,3.985039579E0
6.709672958E0,-3.094371959E0,-1.535749556E0,-7.473735631E-2,3.455322010E0
6.719624958E0,-2.188040084E0,-1.726109170E0,-7.690474373E-1,2.891090839E0
6.729575958E0,-2.511304571E0,-2.117241704E0,-1.235017315E0,3.509220832E0
6.739527958E0,-2.542621965E0,-2.492812459E0,-2.036364187E0,4.101928756E0
6.749478958E0,-7.851346625E-1,-1.964029744E0,-2.719028953E0,3.444846546E0
6.759429958E0,-8.344251555E-1,-1.394432587E0,-1.772226160E0,2.404473569E0
6.769381958E0,-1.315569874E0,-1.577370330E0,-2.338055956E-1,2.067241231E0
6.779332958E0,-1.493776927E0,-1.571599274E0,1.056403588E0,2.411904295E0
6.789284958E0,-1.584492092E0,-1.756444087E0,1.810137168E0,2.978641903E0
6.799235958E0,-1.516045463E0,-1.944987117E0,2.370934265E0,3.420920639E0
6.809186958E0,-1.238867122E0,-1.976614560E0,2.459647636E0,3.389935598E0
6.819138958E0,-7.231643361E-1,-2.267014625E0,1.656000470E0,2.899079082E0
6.829089958E0,-3.951606810E-2,-2.355307143E0,4.681614143E-1,2.401709468E0
6.839041958E0,2.585824411E-1,-2.228153737E0,-5.425163627E-1,2.307782044E0
6.848992958E0,4.518250246E-1,-1.718598860E0,-1.499955826E0,2.325423698E0
6.858943958E0,3.591937266E-1,-1.185692250E0,-1.819036045E0,2.200858555E0
6.868895958E0,-4.583062246E-2,-7.046364100E-1,-1.220744846E0,1.410259159E0
6.878846958E0,-4.530770597E-1,-4.413171761E-1,-3.237954140E-2,6.333151717E-1
6.888798958E0,-7.787625861E-1,-4.186402486E-1,8.715386027E-1,1.241495211E0
6.898749958E0,-1.163771916E0,-5.144845550E-1,1.400556668E0,1.892252206E0
6.908701958E0,-1.515008021E0,-6.947867753E-1,1.427874275E0,2.194721602E0
6.918652958E0,-1.681910652E0,-9.152291442E-1,6.907964891E-1,2.035600063E0
6.928603958E0,-1.665379989E0,-9.090186703E-1,-3.202724665E-1,1.924156933E0
6.938555958E0,-1.448396832E0,-7.341228222E-1,-1.259939902E0,2.055295176E0
6.948506958E0,-1.084117928E0,-5.187588331E-1,-2.093462833E0,2.413919850E0
6.958458958E0,-9.950785750E-1,-1.933273317E-1,-2.753640377E0,2.934295853E0
6.968409958E0,-1.123163003E0,4.791588575E-2,-3.466877895E0,3.644589607E0
6.978360958E0,-1.318342477E0,1.615669739E-1,-4.101759800E0,4.311445724E0
6.988312958E0,-1.531940680E0,2.343666360E-1,-4.274870712E0,4.547118821E0
6.998263958E0,-1.373784314E0,2.929520092E-1,-4.135958995E0,4.367981345E0
7.008215958E0,-5.760235396E-1,1.632253173E-1,-4.130140430E0,4.173308711E0
7.018166958E0,-3.949180216E-2,2.867347379E-1,-4.009281406E0,4.019715638E0
7.028117958E0,3.965581656E-3,1.854794546E-1,-3.787412317E0,3.791953377E0
7.038069958E0,-3.507759288E-1,-1.783491406E-1,-3.628431201E0,3.649707543E0
7.048020958E0,-1.786397472E-1,-4.198471139E-1,-3.390580502E0,3.421143069E0
7.057972958E0,4.001311067E-1,7.377139628E-2,-2.931021511E0,2.959127273E0
7.067923958E0,1.231569797E-1,8.030280925E-2,-2.770886739E0,2.774784587E0
7.077875958E0,-3.434926370E-1,-2.754219836E-1,-2.721673649E0,2.757054935E0
7.087826958E0,-1.355007443E-1,3.973753139E-2,-2.238462086E0,2.242911509E0
7.097777958E0,3.554832298E-1,2.273662032E-1,-1.415716159E0,1.477266381E0
7.107729958E0,8.649061060E-1,3.843732990E-1,-6.856386602E-1,1.168719717E0
7.117680958E0,1.359537281E0,3.671143650E-1,-4.257983369E-1,1.471196383E0
7.127632958E0,1.427153313E0,1.674328275E-1,-1.244427824E-1,1.442319776E0
7.137583958E0,1.233042126E0,-4.097962618E-2,4.477341664E-1,1.312454989E0
7.147535958E0,9.141004854E-1,-2.754671533E-1,1.155174170E0,1.498629111E0
7.157486958E0,5.335900033E-1,-5.239739648E-1,1.905114661E0,2.046638434E0
7.167437958E0,2.471699917E-1,-6.473907070E-1,2.360491723E0,2.460107499E0
7.177389958E0,-2.878730446E-2,-8.449542367E-1,2.687199050E0,2.817057881E0
7.187340958E0,-3.543950629E-1,-1.043263725E0,2.756244142E0,2.968312118E0
7.197292958E0,-4.581843102E-1,-1.457667447E0,2.606502796E0,3.021354675E0
7.207243958E0,-2.764736053E-1,-2.206858324E0,2.224985424E0,3.145984973E0
7.217194958E0,-1.487192523E-1,-2.769344829E0,1.645974249E0,3.224999136E0
7.227146958E0,-1.049195141E-2,-2.867686518E0,1.427402405E0,3.203312921E0
7.237097958E0,-2.199576348E-2,-2.618178517E0,1.558600475E0,3.047060551E0
7.247049958E0,-5.069945276E-2,-2.397076143E0,1.842165876E0,3.023593820E0
7.257000958E0,7.490867972E-3,-2.342624678E0,1.927549843E0,3.033709757E0
7.266951958E0,6.345661551E-2,-2.353647703E0,2.119802785E0,3.168161628E0
7.276903958E0,1.384301993E-1,-2.052055044E0,2.204270493E0,3.014780461E0
7.286854958E0,1.137210354E-1,-1.733579719E0,2.049302321E0,2.686609596E0
7.296806958E0,-2.714134249E-1,-1.388950091E0,1.527624850E0,2.082422936E0
7.306757958E0,-1.148217445E0,-8.878162278E-1,9.470688415E-1,1.733078286E0
7.316709958E0,-2.011542172E0,-2.742659891E-1,6.231757790E-1,2.123645873E0
7.326660958E0,-2.402428538E0,2.707877728E-1,8.614825612E-1,2.566542636E0
7.336611958E0,-2.616041944E0,7.144069612E-1,1.378399814E0,3.042045168E0
7.346563958E0,-2.755489267E0,9.773559567E-1,1.727988465E0,3.396158109E0
7.356514958E0,-2.773262463E0,1.058989519E0,1.687064973E0,3.414473856E0
7.366466958E0,-3.093628193E0,1.024983575E0,1.317002880E0,3.515056658E0
7.376417958E0,-3.477659868E0,8.713985619E-1,8.612480879E-1,3.687167189E0
7.386368958E0,-3.868289542E0,7.000944391E-1,4.336961710E-1,3.954982752E0
7.396320958E0,-4.149281875E0,4.189363369E-1,1.126664901E-1,4.171899025E0
7.406271958E0,-4.210394927E0,1.449203163E-1,-4.614037871E-2,4.213140904E0
7.416223958E0,-4.100848804E0,-8.924225181E-2,-5.590873718E-2,4.102200736E0
7.426174958E0,-3.836864266E0,-2.471293536E-1,1.072548920E-1,3.846310430E0
7.436126958E0,-3.554365397E0,-2.296836010E-1,3.517030048E-1,3.579100856E0
7.446077958E0,-3.319488007E0,-1.121881878E-1,5.224855560E-1,3.362228127E0
7.456028958E0,-3.188890446E0,1.727413684E-1,7.354060668E-1,3.277145700E0
7.465980958E0,-3.028279418E0,4.581860644E-1,1.211009817E0,3.293471646E0
7.475931958E0,-2.897512580E0,6.764959538E-1,1.472195585E0,3.319726761E0
7.485883958E0,-2.877089425E0,8.350627944E-1,1.601911386E0,3.397218497E0
7.495834958E0,-2.888897877E0,1.088783422E0,1.724695314E0,3.536347580E0
7.505786958E0,-3.006843233E0,1.285481710E0,1.537781464E0,3.613632700E0
7.515737958E0,-3.153867670E0,1.492834502E0,1.306775515E0,3.726003003E0
7.525688958E0,-2.980602099E0,1.794512238E0,1.216297454E0,3.685599346E0
7.535640958E0,-2.757895980E0,2.107835581E0,1.274539815E0,3.697757809E0
7.545591958E0,-2.801391664E0,2.616866986E0,1.533179705E0,4.128732019E0
7.555543958E0,-3.007045255E0,3.064100046E0,1.814833066E0,4.660970856E0
7.565494958E0,-3.259265779E0,3.205137519E0,2.126009020E0,5.041392098E0
7.575445958E0,-3.456611938E0,3.072054014E0,2.722914428E0,5.366558016E0
7.585397958E0,-3.652328771E0,2.832965751E0,3.269544307E0,5.661724152E0
7.595348958E0,-4.005368450E0,2.480074884E0,3.347538562E0,5.779252744E0
7.605300958E0,-4.283698254E0,2.152089648E0,3.391713107E0,5.872416741E0
7.615252375E0,-4.324233199E0,1.930769320E0,3.525740061E0,5.904041489E0
7.625204375E0,-4.330943756E0,1.623466562E0,3.644037420E0,5.888270222E0
7.635155375E0,-4.309497923E0,1.328487396E0,3.754365023E0,5.867870810E0
7.645106375E0,-4.360174280E0,1.111704800E0,3.714333231E0,5.834661829E0
7.655058375E0,-4.512844203E0,9.761581546E-1,3.653742628E0,5.887994798E0
7.665009375E0,-4.675043334E0,8.247801733E-1,3.666552708E0,5.998324872E0
7.674961375E0,-4.768663396E0,5.757814649E-1,3.656856270E0,6.036909198E0
7.684912375E0,-4.885786342E0,3.431602228E-1,3.610503638E0,6.084768166E0
7.694863375E0,-5.064520229E0,7.000140399E-2,3.615802969E0,6.223206285E0
7.704815375E0,-5.070444628E0,-3.778760192E-1,3.648509370E0,6.258100322E0
7.714766375E0,-4.880645762E0,-1.001163772E0,3.764324586E0,6.244451260E0
7.724718375E0,-4.579393119E0,-1.854875676E0,3.856935711E0,6.267962842E0
7.734669375E0,-4.192634302E0,-2.821206708E0,3.958526990E0,6.419293233E0
7.744621375E0,-4.079788302E0,-3.819088731E0,4.016269414E0,6.881898817E0
7.754572375E0,-4.210015443E0,-4.368056326E0,4.355705545E0,7.468354363E0
7.764523375E0,-4.543994952E0,-4.423241470E0,4.777241846E0,7.939458098E0
7.774475375E0,-5.398143643E0,-4.139820496E0,5.139892008E0,8.526227676E0
7.784426375E0,-6.128463217E0,-3.942795641E0,5.409073843E0,9.075339041E0
7.794378375E0,-6.291356120E0,-4.100993814E0,5.414000123E0,9.258007854E0
7.804329375E0,-5.998338110E0,-4.516470646E0,5.212824914E0,9.140684371E0
7.814280375E0,-5.384392161E0,-5.042678540E0,4.710770114E0,8.752807599E0
7.824232375E0,-4.741936066E0,-5.472651789E0,4.093287769E0,8.318105554E0
7.834183375E0,-4.210305465E0,-5.829205059E0,3.509954917E0,8.001630287E0
7.844135375E0,-3.706287462E0,-6.062151698E0,3.022715208E0,7.721596803E0
7.854086375E0,-3.236112852E0,-6.031642681E0,2.673291448E0,7.348443848E0
7.864038375E0,-2.964407358E0,-5.784207226E0,2.280436324E0,6.888044283E0
7.873989375E0,-2.875476178E0,-5.548147529E0,1.836470103E0,6.513288470E0
7.883940375E0,-2.877160176E0,-5.341864777E0,1.622547964E0,6.280623526E0
7.893892375E0,-2.918565187E0,-5.051397323E0,1.686961477E0,6.072929828E0
7.903843375E0,-3.037079478E0,-4.664186224E0,1.688297566E0,5.816255974E0
7.913795375E0,-3.276377071E0,-4.359346021E0,1.571802903E0,5.675306935E0
7.923746375E0,-3.439708515E0,-4.098602888E0,1.393108485E0,5.529095003E0
7.933698375E0,-3.450197835E0,-3.930462694E0,1.059047699E0,5.336101959E0
7.943649375E0,-3.273380665E0,-3.848290603E0,6.883979613E-1,5.098848232E0
7.953600375E0,-2.903344593E0,-3.832032712E0,3.902425879E-1,4.823502234E0
7.963552375E0,-2.583375889E0,-3.963899996E0,1.646616858E-1,4.734284279E0
7.973503375E0,-2.320657566E0,-4.069570585E0,-1.437064344E-1,4.686950803E0
7.983455375E0,-2.114765409E0,-4.183046915E0,-4.547250974E-1,4.709234453E0
7.993406375E0,-1.929814177E0,-4.279432125E0,-7.381220984E-1,4.752109669E0
8.003357375E0,-1.827962112E0,-4.349239694E0,-1.084797083E0,4.840879683E0
8.013309375E0,-1.767936935E0,-4.495544923E0,-1.533000780E0,5.068097923E0
8.023260375E0,-1.702360412E0,-4.706860666E0,-1.910895803E0,5.357619907E0
8.033212375E0,-1.474346483E0,-5.061738124E0,-1.987403111E0,5.634240101E0
8.043163375E0,-1.076242314E0,-5.484492400E0,-1.941301324E0,5.916638001E0
8.053115375E0,-8.087140712E-1,-5.816211961E0,-1.960397161E0,6.190759005E0
8.063066375E0,-6.499349767E-1,-5.991844777E0,-1.928507032E0,6.328013802E0
8.073017375E0,-5.840155140E-1,-5.990947230E0,-1.897748339E0,6.311415973E0
8.082969375E0,-4.270581195E-1,-5.964267554E0,-1.876259236E0,6.266994082E0
8.092920375E0,-2.097609678E-1,-6.068161467E0,-2.098436474E0,6.424174568E0
8.102872375E0,9.488656908E-2,-6.482100481E0,-2.547089823E0,6.965220504E0
8.112823375E0,5.484460241E-1,-7.006379378E0,-2.825299174E0,7.574461067E0
8.122775375E0,1.061935054E0,-7.587583843E0,-2.898529118E0,8.191495937E0
8.132726375E0,1.603291622E0,-8.043569600E0,-2.858744663E0,8.685734107E0
8.142677375E0,2.059781409E0,-8.335248013E0,-2.737497384E0,9.011822835E0
8.152629375E0,2.463829565E0,-8.340423968E0,-2.403983898E0,9.022874634E0
8.162580375E0,2.886859245E0,-8.190659233E0,-1.968596712E0,8.904842952E0
8.172532375E0,3.252731515E0,-7.873154839E0,-1.580526949E0,8.663999934E0
8.182483375E0,3.461907469E0,-7.497460708E0,-1.244715507E0,8.351409288E0
8.192435375E0,3.436420626E0,-6.982982329E0,-8.990784037E-1,7.834498765E0
8.202386375E0,3.497887434E0,-6.522379026E0,-2.530686629E-1,7.405449912E0
8.212337375E0,3.638238443E0,-6.049208887E0,5.260622978E-1,7.078590867E0
8.222289375E0,4.032158638E0,-5.532184630E0,1.214900554E0,6.952650819E0
8.232240375E0,4.757952467E0,-4.781637783E0,1.508022645E0,6.912040499E0
8.242192375E0,5.193974075E0,-3.797412225E0,1.461539034E0,6.598015054E0
8.252143375E0,5.068555393E0,-2.564434419E0,1.346068804E0,5.837677525E0
8.262095375E0,4.571407576E0,-1.360022454E0,1.185636994E0,4.914586797E0
8.272046375E0,4.015861863E0,-4.842589451E-1,8.971938461E-1,4.143260796E0
8.281997375E0,3.580226170E0,1.087422775E-1,6.242481583E-1,3.635867170E0
8.291949375E0,3.280154665E0,4.706280622E-1,3.652931035E-1,3.333818299E0
8.301900375E0,3.141286801E0,6.679628196E-1,6.494151592E-2,3.212175975E0
8.311852375E0,2.956647226E0,6.699856639E-1,-1.280557770E-1,3.034310777E0
8.321803375E0,2.683420872E0,5.305406803E-1,-2.285641515E-1,2.744897550E0
8.331755375E0,2.285721914E0,2.452814873E-1,-4.658932793E-1,2.345579721E0
8.341706375E0,1.768235143E0,-7.575871870E-2,-5.833983403E-1,1.863531199E0
8.351657375E0,1.267647994E0,-4.142723054E-1,-5.685814959E-1,1.449771671E0
8.361609375E0,7.115602443E-1,-7.518197858E-1,-5.624758333E-1,1.178104424E0
8.371560375E0,7.018559128E-2,-9.572102523E-1,-6.171940774E-1,1.141098599E0
8.381512375E0,-5.337952405E-1,-1.112970137E0,-7.537522906E-1,1.446299554E0
8.391463375E0,-1.135309717E0,-1.131265052E0,-8.753743762E-1,1.826189768E0
8.401414375E0,-1.681730265E0,-9.891130994E-1,-9.909568727E-1,2.188277161E0
8.411366375E0,-2.103099921E0,-7.429320180E-1,-1.125345769E0,2.498275477E0
8.421317375E0,-2.379538151E0,-4.247350207E-1,-1.138845820E0,2.671997652E0
8.431269375E0,-2.605959298E0,3.096890062E-2,-8.211402816E-1,2.732444747E0
8.441220375E0,-2.883779517E0,5.003690475E-1,-5.772505778E-1,2.983248517E0
8.451172375E0,-3.160691956E0,7.969956663E-1,-6.245779413E-1,3.318926534E0
8.461123375E0,-3.415207512E0,1.063764940E0,-6.870916933E-1,3.642435064E0
8.471074375E0,-3.605642555E0,1.274098058E0,-6.496408617E-1,3.878919611E0
8.481026375E0,-3.568384682E0,1.318707343E0,-4.637286401E-1,3.832414715E0
8.490977375E0,-3.526504584E0,1.291974750E0,-2.774445355E-1,3.765953904E0
8.500929375E0,-3.608838351E0,1.273444339E0,-5.530939758E-2,3.827327247E0
8.510880375E0,-3.774127150E0,1.333559271E0,1.516984087E-1,4.005674536E0
8.520832375E0,-3.892377439E0,1.468208661E0,3.586582679E-1,4.175508898E0
8.530783375E0,-3.692242742E0,1.462010320E0,5.452475971E-1,4.008419338E0
8.540735375E0,-3.449907813E0,1.317187360E0,8.272944760E-1,3.784344410E0
8.550686375E0,-3.330344532E0,1.154864852E0,1.573910825E0,3.860324185E0
8.560637375E0,-3.249824572E0,9.522570759E-1,2.439871184E0,4.173862082E0
8.570589375E0,-3.241153151E0,7.031817690E-1,3.120625080E0,4.553881777E0
8.580540375E0,-3.114400134E0,5.117737493E-1,4.055446343E0,5.138875909E0
8.590492375E0,-2.847213954E0,5.613914672E-1,4.754376310E0,5.570088129E0
8.600443375E0,-2.853982691E0,6.136863327E-1,5.039014674E0,5.823529600E0
8.610395375E0,-2.859614729E0,6.645147166E-1,5.337561226E0,6.091677606E0
8.620345833E0,-2.854031807E0,7.475054178E-1,5.595327542E0,6.325500155E0
8.630296833E0,-2.894920217E0,7.368696249E-1,5.836604710E0,6.556637435E0
8.640248833E0,-2.997699650E0,6.929166895E-1,5.895849869E0,6.650367088E0
8.650199833E0,-3.241649580E0,5.399821794E-1,5.863253980E0,6.721429907E0
8.660151833E0,-3.516414337E0,4.353155574E-1,5.896615854E0,6.879298507E0
8.670102833E0,-3.735804791E0,2.648277059E-1,6.073904602E0,7.135733198E0
8.680054833E0,-4.117446125E0,1.825377935E-1,6.321145345E0,7.546095753E0
8.690005833E0,-4.498287852E0,3.548295110E-1,6.561158929E0,7.962995924E0
8.699956833E0,-4.821777457E0,7.480535942E-1,7.012989070E0,8.543485104E0
8.709908833E0,-5.153624779E0,1.254856625E0,7.490770324E0,9.178570344E0
8.719859833E0,-5.337175895E0,1.456921488E0,7.443013190E0,9.273969598E0
8.729811833E0,-5.294570158E0,1.416279831E0,7.075809801E0,8.950162348E0
8.739762833E0,-5.097071094E0,1.227466806E0,6.539545866E0,8.381674572E0
8.749714833E0,-4.772271128E0,7.356946269E-1,5.693274252E0,7.465198592E0
8.759665833E0,-4.419286121E0,2.489092460E-1,4.774659716E0,6.510715862E0
8.769616833E0,-4.105497340E0,-1.077764636E-1,4.076071812E0,5.786284265E0
8.779568833E0,-3.685003305E0,-3.909457156E-1,3.576749416E0,5.150264488E0
8.789519833E0,-3.128651553E0,-7.380536860E-1,3.484461057E0,4.740743891E0
8.799471833E0,-2.598472230E0,-9.858218479E-1,3.362912647E0,4.362692301E0
8.809422833E0,-2.189516214E0,-1.211244583E0,3.073611712E0,3.963355099E0
8.819374833E0,-1.895275551E0,-1.331514500E0,2.693733898E0,3.552633191E0
8.829325833E0,-1.730450436E0,-1.328985871E0,2.375896797E0,3.225763126E0
8.839276833E0,-1.615868690E0,-1.333435602E0,2.071316503E0,2.946087946E0
8.849228833E0,-1.522564085E0,-1.446336274E0,1.426744008E0,2.538836047E0
8.859179833E0,-1.518685919E0,-1.587101851E0,6.765041399E-1,2.298468416E0
8.869131833E0,-1.461339352E0,-1.652827186E0,3.017005402E-1,2.226740583E0
8.879082833E0,-1.294173596E0,-1.763847100E0,1.067730814E-1,2.190306458E0
8.889034833E0,-1.091297140E0,-2.031541404E0,-2.711049843E-1,2.321979292E0
8.898985833E0,-8.293035793E-1,-2.303092238E0,-5.617724133E-1,2.511486916E0
8.908937833E0,-6.113667423E-1,-2.563460565E0,-6.630941355E-1,2.717497598E0
8.918888833E0,-3.727260840E-1,-2.902885879E0,-5.633154935E-1,2.980435455E0
8.928839833E0,-7.827711448E-2,-3.315055525E0,-6.055364835E-1,3.370815165E0
8.938791833E0,1.506367005E-1,-3.739503155E0,-7.774323446E-1,3.822430681E0
8.948742833E0,3.184798564E-1,-4.004380563E0,-9.654688597E-1,4.131419033E0
8.958694833E0,4.813708591E-1,-4.285456804E0,-1.115407841E0,4.454322908E0
8.968645833E0,6.826010317E-1,-4.577723739E0,-1.191611094E0,4.779271471E0
8.978597833E0,8.235810556E-1,-4.756544457E0,-1.164156078E0,4.965708439E0
8.988548833E0,9.062478210E-1,-4.914064354E0,-1.089831535E0,5.114395992E0
8.998499833E0,9.904139587E-1,-5.163431729E0,-6.510184658E-1,5.297713853E0
9.008451833E0,1.151217213E0,-5.519599668E0,-2.203277636E-1,5.642678964E0
9.018402833E0,1.293210706E0,-6.048868579E0,-1.927598959E-1,6.188566990E0
9.028354833E0,1.503956637E0,-6.478930120E0,-6.985200763E-2,6.651563754E0
9.038305833E0,1.881878118E0,-6.773373681E0,3.186989808E-1,7.037160316E0
9.048257833E0,2.166272800E0,-6.946049561E0,6.428306097E-1,7.304353054E0
9.058208833E0,2.310633977E0,-6.925922275E0,5.997991955E-1,7.325789228E0
9.068160833E0,2.311627857E0,-6.740542150E0,2.142466593E-1,7.129125715E0
9.078111833E0,2.181495003E0,-6.500035061E0,-2.914468628E-1,6.862529964E0
9.088062833E0,2.050748045E0,-6.319149690E0,-7.358767676E-1,6.684215359E0
9.098014833E0,2.118462018E0,-6.107617308E0,-1.210606359E0,6.576962693E0
9.107965833E0,2.105270700E0,-5.866122624E0,-1.641110535E0,6.444905209E0
9.117917833E0,2.318998419E0,-5.724512417E0,-1.870266425E0,6.453347393E0
9.127868833E0,2.760759362E0,-5.771776046E0,-2.030193620E0,6.712441963E0
9.137820833E0,3.144735489E0,-5.797138928E0,-2.048778411E0,6.906060673E0
9.147771833E0,3.328686554E0,-5.592828442E0,-2.580056425E0,7.001183851E0
9.157722833E0,3.129647918E0,-5.211032158E0,-3.403519220E0,6.966598548E0
9.167674833E0,2.736855360E0,-4.690944252E0,-3.850618379E0,6.657521847E0
9.177625833E0,2.265784079E0,-4.039557412E0,-3.931130446E0,6.074996968E0
9.187577833E0,1.854001225E0,-3.502776291E0,-3.928130824E0,5.580051439E0
9.197528833E0,1.528098182E0,-3.196057085E0,-3.851019498E0,5.232610832E0
9.207480833E0,1.213565927E0,-2.880693941E0,-3.822828317E0,4.938132864E0
9.217431833E0,1.106831145E0,-2.655751263E0,-3.672376535E0,4.665237332E0
9.227383833E0,1.190528775E0,-2.407488426E0,-3.352600497E0,4.295729202E0
9.237334833E0,1.440896609E0,-2.232549820E0,-3.010048969E0,4.015078646E0
9.247285833E0,1.592330139E0,-2.169369486E0,-2.965683805E0,4.004617294E0
9.257237833E0,1.571174035E0,-2.008866047E0,-3.032357267E0,3.962236898E0
9.267188833E0,1.411722219E0,-1.883655818E0,-3.164859851E0,3.944294200E0
9.277140833E0,1.134053442E0,-1.807836434E0,-3.191737747E0,3.839471270E0
9.287091833E0,8.608010682E-1,-1.755041632E0,-3.069728576E0,3.639283328E0
9.297043833E0,5.314502147E-1,-1.693245918E0,-2.932227207E0,3.427459330E0
9.306994833E0,2.424240991E-1,-1.571701600E0,-2.793089202E0,3.214088153E0
9.316946833E0,-7.637720793E-2,-1.478412344E0,-2.654124275E0,3.039064363E0
9.326897833E0,-3.705988669E-1,-1.303008593E0,-2.363713539E0,2.724392887E0
9.336848833E0,-6.707279679E-1,-1.013345131E0,-2.381624145E0,2.673738568E0
9.346800833E0,-9.751822543E-1,-8.012588713E-1,-2.554263187E0,2.849079963E0
9.356751833E0,-1.136833794E0,-6.227676433E-1,-2.674242205E0,2.971834784E0
9.366703833E0,-1.397130492E0,-3.586095898E-1,-2.800621585E0,3.150246929E0
9.376654833E0,-1.788047556E0,-1.060107507E-1,-2.880659443E0,3.392130771E0
9.386606833E0,-2.018936853E0,1.683296442E-1,-2.774246550E0,3.435241593E0
9.396557833E0,-1.953006281E0,4.552256191E-1,-2.803341125E0,3.446764477E0
9.406509833E0,-2.077894913E0,6.103408483E-1,-2.713146070E0,3.471501810E0
9.416460833E0,-2.318921236E0,6.616650760E-1,-2.457493522E0,3.443032207E0
9.426411833E0,-2.610796699E0,7.174323106E-1,-2.251038862E0,3.521099897E0
9.436363833E0,-2.828107007E0,8.602704334E-1,-1.916940070E0,3.523196516E0
9.446314833E0,-2.943810541E0,8.998397112E-1,-1.362058015E0,3.366145280E0
9.456266833E0,-2.819801914E0,7.098689371E-1,-8.441251016E-1,3.027828253E0
9.466217833E0,-2.616935399E0,4.210784644E-1,-3.302127331E-1,2.671085622E0
9.476169833E0,-2.593065602E0,1.986158824E-1,-6.304350972E-2,2.601424989E0
9.486120833E0,-2.598397386E0,-1.516609865E-1,3.242456496E-1,2.622938290E0
9.496072833E0,-2.521911420E0,-3.748687962E-1,1.108770082E0,2.780276051E0
9.506023833E0,-2.393710632E0,-7.215905580E-1,2.213417877E0,3.339125967E0
9.515974833E0,-2.182697775E0,-9.270558688E-1,3.323988901E0,4.083197813E0
